exercise_index,entity_id,original_question_id,previous_exercise_index
309,ex309,534,360
310,ex310,535,361
311,ex311,536,362
312,ex312,537,363
313,ex313,538,364
314,ex314,539,365
315,ex315,540,366
316,ex316,541,367
317,ex317,542,368
318,ex318,546,372
319,ex319,547,373
320,ex320,548,374
321,ex321,549,375
322,ex322,550,376
323,ex323,552,378
324,ex324,553,379
325,ex325,554,380
326,ex326,555,381
327,ex327,556,382
328,ex328,557,383
329,ex329,558,384
330,ex330,559,385
331,ex331,560,386
332,ex332,561,387
333,ex333,562,388
334,ex334,563,389
335,ex335,564,390
336,ex336,569,395
337,ex337,570,396
338,ex338,573,399
339,ex339,574,400
340,ex340,575,401
341,ex341,576,402
342,ex342,577,403
343,ex343,578,404
344,ex344,579,405
345,ex345,580,406
346,ex346,581,407
347,ex347,582,408
348,ex348,583,409
349,ex349,584,410
350,ex350,585,411
351,ex351,589,415
352,ex352,590,416
353,ex353,591,417
354,ex354,592,418
355,ex355,593,419
356,ex356,594,420
357,ex357,595,421
358,ex358,596,422
359,ex359,597,423
360,ex360,598,424
361,ex361,599,425
362,ex362,600,426
363,ex363,601,427
364,ex364,602,428
365,ex365,603,429
366,ex366,604,430
367,ex367,605,431
368,ex368,606,432
369,ex369,607,433
370,ex370,608,434
371,ex371,609,435
372,ex372,610,436
373,ex373,611,437
374,ex374,612,438
375,ex375,618,443
376,ex376,619,444
377,ex377,620,445
378,ex378,621,446
379,ex379,622,447
380,ex380,626,451
381,ex381,627,452
382,ex382,628,453
383,ex383,629,454
384,ex384,630,455
385,ex385,631,456
386,ex386,632,457
387,ex387,633,458
388,ex388,634,459
389,ex389,635,460
390,ex390,636,461
391,ex391,637,462
392,ex392,638,463
393,ex393,639,464
394,ex394,640,465
395,ex395,641,466
396,ex396,642,467
397,ex397,643,468
398,ex398,644,469
399,ex399,646,471
400,ex400,647,472
401,ex401,648,473
402,ex402,649,474
403,ex403,650,475
404,ex404,651,476
405,ex405,652,477
406,ex406,653,478
407,ex407,654,479
408,ex408,655,480
409,ex409,656,481
410,ex410,657,482
411,ex411,658,483
412,ex412,661,485
413,ex413,662,486
414,ex414,666,487
415,ex415,670,488
416,ex416,671,489
417,ex417,677,491
418,ex418,678,492
419,ex419,679,493
420,ex420,680,494
421,ex421,681,495
422,ex422,682,496
423,ex423,683,497
424,ex424,684,498
425,ex425,685,499
426,ex426,686,500
427,ex427,687,501
428,ex428,688,502
429,ex429,689,503
430,ex430,701,513
431,ex431,705,516
432,ex432,712,517
433,ex433,713,518
434,ex434,714,519
435,ex435,715,520
436,ex436,716,521
437,ex437,717,522
438,ex438,718,523
439,ex439,719,524
440,ex440,720,525
441,ex441,732,526
442,ex442,733,527
443,ex443,734,528
444,ex444,736,530
445,ex445,737,531
446,ex446,738,532
447,ex447,739,533
448,ex448,740,534
449,ex449,741,535
450,ex450,742,536
451,ex451,743,537
452,ex452,751,538
453,ex453,752,539
454,ex454,753,540
455,ex455,754,541
456,ex456,755,542
457,ex457,756,543
458,ex458,757,544
459,ex459,758,545
460,ex460,759,546
461,ex461,760,547
462,ex462,761,548
463,ex463,762,549
464,ex464,763,550
465,ex465,764,551
466,ex466,767,553
467,ex467,768,554
468,ex468,769,555
469,ex469,770,556
470,ex470,771,557
471,ex471,772,558
472,ex472,773,559
473,ex473,774,560
474,ex474,779,562
475,ex475,780,563
476,ex476,781,564
477,ex477,782,565
478,ex478,783,566
479,ex479,784,567
480,ex480,788,569
481,ex481,790,570
482,ex482,791,571
483,ex483,792,572
484,ex484,794,573
485,ex485,795,574
486,ex486,809,578
487,ex487,811,579
488,ex488,812,580
489,ex489,819,581
490,ex490,826,582
491,ex491,830,584
492,ex492,836,585
493,ex493,847,588
494,ex494,853,589
495,ex495,854,590
496,ex496,858,592
497,ex497,861,594
498,ex498,862,595
499,ex499,863,596
500,ex500,864,597
501,ex501,865,598
502,ex502,867,600
503,ex503,868,601
504,ex504,870,602
505,ex505,873,603
506,ex506,875,605
507,ex507,877,607
508,ex508,883,610
509,ex509,902,611
510,ex510,903,612
511,ex511,914,613
512,ex512,917,614
513,ex513,918,615
514,ex514,927,617
515,ex515,928,618
516,ex516,943,620
517,ex517,948,621
518,ex518,954,622
519,ex519,964,624
520,ex520,968,625
521,ex521,971,626
522,ex522,977,627
523,ex523,980,628
524,ex524,981,629
525,ex525,982,630
526,ex526,983,631
527,ex527,987,632
528,ex528,988,633
529,ex529,989,634
530,ex530,997,635
531,ex531,998,636
532,ex532,999,637
533,ex533,1000,638
534,ex534,1001,639
535,ex535,1003,640
536,ex536,1005,641
537,ex537,1008,642
538,ex538,1009,643
539,ex539,1010,644
540,ex540,1011,645
541,ex541,1016,646
542,ex542,1017,647
543,ex543,1018,648
544,ex544,1019,649
545,ex545,1020,650
546,ex546,1021,651
547,ex547,1022,652
548,ex548,1023,653
549,ex549,1029,654
550,ex550,1032,656
551,ex551,1033,657
552,ex552,1034,658
553,ex553,1035,659
554,ex554,1036,660
555,ex555,1037,661
556,ex556,1038,662
557,ex557,1040,664
558,ex558,1042,666
559,ex559,1043,667
560,ex560,1044,668
561,ex561,1045,669
562,ex562,1046,670
563,ex563,1048,672
564,ex564,1049,673
565,ex565,1050,674
566,ex566,1051,675
567,ex567,1052,676
568,ex568,1053,677
569,ex569,1062,678
570,ex570,1063,679
571,ex571,1064,680
572,ex572,1065,681
573,ex573,1066,682
574,ex574,1070,683
575,ex575,1071,684
576,ex576,1072,685
577,ex577,1073,686
578,ex578,1074,687
579,ex579,1075,688
580,ex580,1076,689
581,ex581,1077,690
582,ex582,1078,691
583,ex583,1079,692
584,ex584,1094,694
585,ex585,1095,695
586,ex586,1096,696
587,ex587,1099,697
588,ex588,1100,698
589,ex589,1101,699
590,ex590,1102,700
591,ex591,1104,701
592,ex592,1106,703
593,ex593,1107,704
594,ex594,1108,705
595,ex595,1109,706
596,ex596,1110,707
597,ex597,1111,708
598,ex598,1112,709
599,ex599,1113,710
600,ex600,1114,711
601,ex601,1115,712
602,ex602,1116,713
603,ex603,1118,714
604,ex604,1121,716
605,ex605,1122,717
606,ex606,1123,718
607,ex607,1124,719
608,ex608,1125,720
609,ex609,1129,721
610,ex610,1130,722
611,ex611,1131,723
612,ex612,1133,724
613,ex613,1134,725
614,ex614,1135,726
615,ex615,1136,727
616,ex616,1137,728
617,ex617,1138,729
618,ex618,1140,730
619,ex619,1141,731
620,ex620,1142,732
621,ex621,1143,733
622,ex622,1144,734
623,ex623,1145,735
624,ex624,1146,736
625,ex625,1147,737
626,ex626,1148,738
627,ex627,1149,739
628,ex628,1150,740
629,ex629,1151,741
630,ex630,1152,742
631,ex631,1153,743
632,ex632,1154,744
633,ex633,1155,745
634,ex634,1156,746
635,ex635,1157,747
636,ex636,1158,748
637,ex637,1159,749
638,ex638,1160,750
639,ex639,1161,751
640,ex640,1162,752
641,ex641,1163,753
642,ex642,1164,754
643,ex643,1165,755
644,ex644,1166,756
645,ex645,1167,757
646,ex646,1168,758
647,ex647,1170,760
648,ex648,1171,761
649,ex649,1172,762
650,ex650,1173,763
651,ex651,1174,764
652,ex652,1176,765
653,ex653,1177,766
654,ex654,1178,767
655,ex655,1179,768
656,ex656,1181,769
657,ex657,1184,772
658,ex658,1187,773
659,ex659,1189,775
660,ex660,1192,777
661,ex661,1193,778
662,ex662,1194,779
663,ex663,1195,780
664,ex664,1196,781
665,ex665,1197,782
666,ex666,1198,783
667,ex667,1199,784
668,ex668,1200,785
669,ex669,1201,786
670,ex670,1202,787
671,ex671,1203,788
672,ex672,1204,789
673,ex673,1205,790
674,ex674,1206,791
675,ex675,1207,792
676,ex676,1208,793
677,ex677,1209,794
678,ex678,1210,795
679,ex679,1211,796
680,ex680,1212,797
681,ex681,1213,798
682,ex682,1214,799
683,ex683,1215,800
684,ex684,1216,801
685,ex685,1217,802
686,ex686,1218,803
687,ex687,1219,804
688,ex688,1220,805
689,ex689,1221,806
690,ex690,1222,807
691,ex691,1223,808
692,ex692,1224,809
693,ex693,1225,810
694,ex694,1226,811
695,ex695,1227,812
696,ex696,1228,813
697,ex697,1229,814
698,ex698,1230,815
699,ex699,1233,818
700,ex700,1235,820
701,ex701,1236,821
702,ex702,1237,822
703,ex703,1238,823
704,ex704,1239,824
705,ex705,1240,825
706,ex706,1241,826
707,ex707,1244,829
708,ex708,1245,830
709,ex709,1246,831
710,ex710,1247,832
711,ex711,1248,833
712,ex712,1249,834
713,ex713,1250,835
714,ex714,1252,837
715,ex715,1253,838
716,ex716,1257,842
717,ex717,1258,843
718,ex718,1259,844
719,ex719,1261,846
720,ex720,1265,849
721,ex721,1266,850
722,ex722,1268,852
723,ex723,1269,853
724,ex724,1270,854
725,ex725,1271,855
726,ex726,1272,856
727,ex727,1273,857
728,ex728,1274,858
729,ex729,1276,860
730,ex730,1279,863
731,ex731,1280,864
732,ex732,1281,865
733,ex733,1282,866
734,ex734,1283,867
735,ex735,1285,868
736,ex736,1286,869
737,ex737,1288,871
738,ex738,1289,872
739,ex739,1290,873
740,ex740,1291,874
741,ex741,1292,875
742,ex742,1293,876
743,ex743,1294,877
744,ex744,1295,878
745,ex745,1296,879
746,ex746,1297,880
747,ex747,1298,881
748,ex748,1299,882
749,ex749,1300,883
750,ex750,1301,884
751,ex751,1302,885
752,ex752,1303,886
753,ex753,1304,887
754,ex754,1305,888
755,ex755,1306,889
756,ex756,1307,890
757,ex757,1308,891
758,ex758,1309,892
759,ex759,1310,893
760,ex760,1311,894
761,ex761,1312,895
762,ex762,1314,897
763,ex763,1315,898
764,ex764,1316,899
765,ex765,1317,900
766,ex766,1318,901
767,ex767,1319,902
768,ex768,1320,903
769,ex769,1321,904
770,ex770,1322,905
771,ex771,1323,906
772,ex772,1324,907
773,ex773,1325,908
774,ex774,1326,909
775,ex775,1327,910
776,ex776,1329,911
777,ex777,1330,912
778,ex778,1331,913
779,ex779,1332,914
780,ex780,1333,915
781,ex781,1334,916
782,ex782,1335,917
783,ex783,1336,918
784,ex784,1337,919
785,ex785,1339,920
786,ex786,1340,921
787,ex787,1341,922
788,ex788,1343,923
789,ex789,1344,924
790,ex790,1345,925
791,ex791,1346,926
792,ex792,1347,927
793,ex793,1348,928
794,ex794,1349,929
795,ex795,1350,930
796,ex796,1351,931
797,ex797,1352,932
798,ex798,1353,933
799,ex799,1354,934
800,ex800,1355,935
801,ex801,1356,936
802,ex802,1358,937
803,ex803,1359,938
804,ex804,1360,939
805,ex805,1361,940
806,ex806,1365,941
807,ex807,1366,942
808,ex808,1387,943
809,ex809,1420,944
810,ex810,1436,945
811,ex811,1440,946
812,ex812,1444,948
813,ex813,1447,949
814,ex814,1453,950
815,ex815,1456,951
816,ex816,1458,953
817,ex817,1459,954
818,ex818,1474,961
819,ex819,1475,962
820,ex820,1480,964
821,ex821,1481,965
822,ex822,1487,968
823,ex823,1488,969
824,ex824,1489,970
825,ex825,1502,971
826,ex826,1504,972
827,ex827,1505,973
828,ex828,1506,974
829,ex829,1517,975
830,ex830,1520,976
831,ex831,1521,977
832,ex832,1522,978
833,ex833,1524,979
834,ex834,1525,980
835,ex835,1533,981
836,ex836,1579,982
837,ex837,1761,989
838,ex838,1852,991
839,ex839,1874,992
840,ex840,1875,993
841,ex841,1889,1001
842,ex842,1891,1003
843,ex843,1892,1004
844,ex844,1910,1012
845,ex845,1914,1013
846,ex846,1916,1015
847,ex847,1924,1018
848,ex848,1927,1019
849,ex849,1928,1020
850,ex850,1929,1021
851,ex851,1932,1022
852,ex852,1933,1023
853,ex853,1934,1024
854,ex854,1935,1025
855,ex855,1936,1026
856,ex856,1941,1028
857,ex857,1942,1029
858,ex858,1943,1030
859,ex859,1944,1031
860,ex860,1945,1032
861,ex861,1946,1033
862,ex862,1947,1034
863,ex863,1948,1035
864,ex864,1949,1036
865,ex865,1950,1037
866,ex866,1951,1038
867,ex867,1952,1039
868,ex868,1953,1040
869,ex869,1954,1041
870,ex870,1955,1042
871,ex871,1956,1043
872,ex872,1957,1044
873,ex873,1958,1045
874,ex874,1959,1046
875,ex875,1960,1047
876,ex876,1961,1048
877,ex877,1962,1049
878,ex878,1963,1050
879,ex879,1964,1051
880,ex880,1965,1052
881,ex881,1966,1053
882,ex882,1967,1054
883,ex883,1968,1055
884,ex884,1969,1056
885,ex885,1970,1057
886,ex886,1971,1058
887,ex887,1972,1059
888,ex888,1973,1060
889,ex889,1974,1061
890,ex890,1985,1068
891,ex891,1988,1071
892,ex892,1989,1072
893,ex893,1990,1073
894,ex894,1991,1074
895,ex895,1992,1075
896,ex896,1993,1076
897,ex897,1997,1080
898,ex898,1999,1082
899,ex899,2001,1084
900,ex900,2002,1085
901,ex901,2003,1086
902,ex902,2004,1087
903,ex903,2005,1088
904,ex904,2006,1089
905,ex905,2007,1090
906,ex906,2008,1091
907,ex907,2009,1092
908,ex908,2010,1093
909,ex909,2011,1094
910,ex910,2012,1095
911,ex911,2013,1096
912,ex912,2014,1097
913,ex913,2015,1098
914,ex914,2016,1099
915,ex915,2017,1100
916,ex916,2018,1101
917,ex917,2019,1102
918,ex918,2020,1103
919,ex919,2021,1104
920,ex920,2022,1105
921,ex921,2023,1106
922,ex922,2024,1107
923,ex923,2025,1108
924,ex924,2026,1109
925,ex925,2027,1110
926,ex926,2028,1111
927,ex927,2029,1112
928,ex928,2030,1113
929,ex929,2031,1114
930,ex930,2032,1115
931,ex931,2033,1116
932,ex932,2034,1117
933,ex933,2035,1118
934,ex934,2036,1119
935,ex935,2037,1120
936,ex936,2038,1121
937,ex937,2041,1124
938,ex938,2042,1125
939,ex939,2043,1126
940,ex940,2044,1127
941,ex941,2045,1128
942,ex942,2046,1129
943,ex943,2047,1130
944,ex944,2048,1131
945,ex945,2049,1132
946,ex946,2050,1133
947,ex947,2051,1134
948,ex948,2052,1135
949,ex949,2053,1136
950,ex950,2054,1137
951,ex951,2055,1138
952,ex952,2056,1139
953,ex953,2057,1140
954,ex954,2058,1141
955,ex955,2059,1142
956,ex956,2060,1143
957,ex957,2061,1144
958,ex958,2062,1145
959,ex959,2063,1146
960,ex960,2064,1147
961,ex961,2065,1148
962,ex962,2066,1149
963,ex963,2067,1150
964,ex964,2068,1151
965,ex965,2069,1152
966,ex966,2070,1153
967,ex967,2071,1154
968,ex968,2072,1155
969,ex969,2073,1156
970,ex970,2074,1157
971,ex971,2075,1158
972,ex972,2076,1159
973,ex973,2077,1160
974,ex974,2078,1161
975,ex975,2079,1162
976,ex976,2080,1163
977,ex977,2081,1164
978,ex978,2082,1165
979,ex979,2083,1166
980,ex980,2084,1167
981,ex981,2085,1168
982,ex982,2086,1169
983,ex983,2087,1170
984,ex984,2088,1171
985,ex985,2089,1172
986,ex986,2090,1173
987,ex987,2091,1174
988,ex988,2092,1175
989,ex989,2093,1176
990,ex990,2097,1180
991,ex991,2098,1181
992,ex992,2099,1182
993,ex993,2100,1183
994,ex994,2101,1184
995,ex995,2102,1185
996,ex996,2103,1186
997,ex997,2104,1187
998,ex998,2105,1188
999,ex999,2106,1189
1000,ex1000,2107,1190
1001,ex1001,2108,1191
1002,ex1002,2109,1192
1003,ex1003,2110,1193
1004,ex1004,2111,1194
1005,ex1005,2112,1195
1006,ex1006,2113,1196
1007,ex1007,2114,1197
1008,ex1008,2115,1198
1009,ex1009,2116,1199
1010,ex1010,2117,1200
1011,ex1011,2118,1201
1012,ex1012,2119,1202
1013,ex1013,2120,1203
1014,ex1014,2121,1204
1015,ex1015,2122,1205
1016,ex1016,2123,1206
1017,ex1017,2125,1207
1018,ex1018,2126,1208
1019,ex1019,2127,1209
1020,ex1020,2128,1210
1021,ex1021,2129,1211
1022,ex1022,2130,1212
1023,ex1023,2131,1213
1024,ex1024,2132,1214
1025,ex1025,2133,1215
1026,ex1026,2134,1216
1027,ex1027,2135,1217
1028,ex1028,2136,1218
1029,ex1029,2137,1219
1030,ex1030,2138,1220
1031,ex1031,2139,1221
1032,ex1032,2140,1222
1033,ex1033,2141,1223
1034,ex1034,2142,1224
1035,ex1035,2143,1225
1036,ex1036,2144,1226
1037,ex1037,2145,1227
1038,ex1038,2146,1228
1039,ex1039,2147,1229
1040,ex1040,2148,1230
1041,ex1041,2149,1231
1042,ex1042,2150,1232
1043,ex1043,2151,1233
1044,ex1044,2152,1234
1045,ex1045,2153,1235
1046,ex1046,2154,1236
1047,ex1047,2158,1240
1048,ex1048,2159,1241
1049,ex1049,2160,1242
1050,ex1050,2161,1243
1051,ex1051,2162,1244
1052,ex1052,2163,1245
1053,ex1053,2164,1246
1054,ex1054,2165,1247
1055,ex1055,2166,1248
1056,ex1056,2167,1249
1057,ex1057,2168,1250
1058,ex1058,2169,1251
1059,ex1059,2170,1252
1060,ex1060,2171,1253
1061,ex1061,2172,1254
1062,ex1062,2173,1255
1063,ex1063,2174,1256
1064,ex1064,2175,1257
1065,ex1065,2176,1258
1066,ex1066,2189,1259
1067,ex1067,2194,1260
1068,ex1068,2196,1262
1069,ex1069,2197,1263
1070,ex1070,2198,1264
1071,ex1071,2199,1265
1072,ex1072,2200,1266
1073,ex1073,2201,1267
1074,ex1074,2202,1268
1075,ex1075,2203,1269
1076,ex1076,2204,1270
1077,ex1077,2205,1271
1078,ex1078,2206,1272
1079,ex1079,2207,1273
1080,ex1080,2208,1274
1081,ex1081,2209,1275
1082,ex1082,2210,1276
1083,ex1083,2211,1277
1084,ex1084,2212,1278
1085,ex1085,2213,1279
1086,ex1086,2214,1280
1087,ex1087,2215,1281
1088,ex1088,2216,1282
1089,ex1089,2217,1283
1090,ex1090,2218,1284
1091,ex1091,2219,1285
1092,ex1092,2220,1286
1093,ex1093,2221,1287
1094,ex1094,2222,1288
1095,ex1095,2223,1289
1096,ex1096,2224,1290
1097,ex1097,2225,1291
1098,ex1098,2226,1292
1099,ex1099,2227,1293
1100,ex1100,2228,1294
1101,ex1101,2229,1295
1102,ex1102,2230,1296
1103,ex1103,2232,1297
1104,ex1104,2233,1298
1105,ex1105,2234,1299
1106,ex1106,2235,1300
1107,ex1107,2236,1301
1108,ex1108,2237,1302
1109,ex1109,2238,1303
1110,ex1110,2242,1304
1111,ex1111,2243,1305
1112,ex1112,2244,1306
1113,ex1113,2245,1307
1114,ex1114,2246,1308
1115,ex1115,2247,1309
1116,ex1116,2248,1310
1117,ex1117,2249,1311
1118,ex1118,2250,1312
1119,ex1119,2251,1313
1120,ex1120,2252,1314
1121,ex1121,2253,1315
1122,ex1122,2254,1316
1123,ex1123,2255,1317
1124,ex1124,2256,1318
1125,ex1125,2257,1319
1126,ex1126,2258,1320
1127,ex1127,2259,1321
1128,ex1128,2260,1322
1129,ex1129,2261,1323
1130,ex1130,2262,1324
1131,ex1131,2263,1325
1132,ex1132,2264,1326
1133,ex1133,2265,1327
1134,ex1134,2266,1328
1135,ex1135,2267,1329
1136,ex1136,2269,1330
1137,ex1137,2270,1331
1138,ex1138,2271,1332
1139,ex1139,2272,1333
1140,ex1140,2273,1334
1141,ex1141,2274,1335
1142,ex1142,2275,1336
1143,ex1143,2276,1337
1144,ex1144,2277,1338
1145,ex1145,2278,1339
1146,ex1146,2279,1340
1147,ex1147,2280,1341
1148,ex1148,2281,1342
1149,ex1149,2282,1343
1150,ex1150,2284,1344
1151,ex1151,2287,1345
1152,ex1152,2288,1346
1153,ex1153,2290,1347
1154,ex1154,2293,1350
1155,ex1155,2309,1352
1156,ex1156,2310,1353
1157,ex1157,2311,1354
1158,ex1158,2312,1355
1159,ex1159,2313,1356
1160,ex1160,2314,1357
1161,ex1161,2318,1359
1162,ex1162,2321,1360
1163,ex1163,2323,1362
1164,ex1164,2328,1365
1165,ex1165,2332,1366
1166,ex1166,2333,1367
1167,ex1167,2334,1368
1168,ex1168,2335,1369
1169,ex1169,2336,1370
1170,ex1170,2337,1371
1171,ex1171,2338,1372
1172,ex1172,2339,1373
1173,ex1173,2340,1374
1174,ex1174,2341,1375
1175,ex1175,2342,1376
1176,ex1176,2343,1377
1177,ex1177,2344,1378
1178,ex1178,2345,1379
1179,ex1179,2346,1380
1180,ex1180,2347,1381
1181,ex1181,2348,1382
1182,ex1182,2349,1383
1183,ex1183,2354,1385
1184,ex1184,2356,1387
1185,ex1185,2361,1388
1186,ex1186,2366,1390
1187,ex1187,2372,1392
1188,ex1188,2374,1393
1189,ex1189,2375,1394
1190,ex1190,2377,1395
1191,ex1191,2378,1396
1192,ex1192,2379,1397
1193,ex1193,2388,1398
1194,ex1194,2389,1399
1195,ex1195,2390,1400
1196,ex1196,2394,1403
1197,ex1197,2397,1405
1198,ex1198,2411,1414
1199,ex1199,2412,1415
1200,ex1200,2413,1416
1201,ex1201,2414,1417
1202,ex1202,2415,1418
1203,ex1203,2416,1419
1204,ex1204,2417,1420
1205,ex1205,2418,1421
1206,ex1206,2419,1422
1207,ex1207,2420,1423
1208,ex1208,2421,1424
1209,ex1209,2426,1427
1210,ex1210,2427,1428
1211,ex1211,2428,1429
1212,ex1212,2429,1430
1213,ex1213,2430,1431
1214,ex1214,2431,1432
1215,ex1215,2432,1433
1216,ex1216,2433,1434
1217,ex1217,2574,1436
1218,ex1218,2575,1437
1219,ex1219,2576,1438
1220,ex1220,2577,1439
1221,ex1221,2578,1440
1222,ex1222,2579,1441
1223,ex1223,2580,1442
1224,ex1224,2581,1443
1225,ex1225,2582,1444
1226,ex1226,2584,1445
1227,ex1227,2587,1448
1228,ex1228,2588,1449
1229,ex1229,2598,1450
1230,ex1230,2604,1452
1231,ex1231,2605,1453
1232,ex1232,2613,1455
1233,ex1233,2614,1456
1234,ex1234,2615,1457
1235,ex1235,2616,1458
1236,ex1236,2617,1459
