exercise_index,entity_id,original_question_id,previous_exercise_index
309,ex309,477,309
310,ex310,478,310
311,ex311,479,311
312,ex312,480,312
313,ex313,481,313
314,ex314,482,314
315,ex315,483,315
316,ex316,484,316
317,ex317,491,317
318,ex318,492,318
319,ex319,493,319
320,ex320,494,320
321,ex321,495,321
322,ex322,496,322
323,ex323,497,323
324,ex324,498,324
325,ex325,499,325
326,ex326,500,326
327,ex327,501,327
328,ex328,502,328
329,ex329,503,329
330,ex330,504,330
331,ex331,505,331
332,ex332,506,332
333,ex333,507,333
334,ex334,508,334
335,ex335,509,335
336,ex336,510,336
337,ex337,511,337
338,ex338,512,338
339,ex339,513,339
340,ex340,514,340
341,ex341,515,341
342,ex342,516,342
343,ex343,517,343
344,ex344,518,344
345,ex345,519,345
346,ex346,520,346
347,ex347,521,347
348,ex348,522,348
349,ex349,523,349
350,ex350,524,350
351,ex351,525,351
352,ex352,526,352
353,ex353,527,353
354,ex354,528,354
355,ex355,529,355
356,ex356,530,356
357,ex357,531,357
358,ex358,532,358
359,ex359,533,359
360,ex360,534,360
361,ex361,535,361
362,ex362,536,362
363,ex363,537,363
364,ex364,538,364
365,ex365,539,365
366,ex366,540,366
367,ex367,541,367
368,ex368,542,368
369,ex369,543,369
370,ex370,544,370
371,ex371,545,371
372,ex372,546,372
373,ex373,547,373
374,ex374,548,374
375,ex375,549,375
376,ex376,550,376
377,ex377,551,377
378,ex378,552,378
379,ex379,553,379
380,ex380,554,380
381,ex381,555,381
382,ex382,556,382
383,ex383,557,383
384,ex384,558,384
385,ex385,559,385
386,ex386,560,386
387,ex387,561,387
388,ex388,562,388
389,ex389,563,389
390,ex390,564,390
391,ex391,565,391
392,ex392,566,392
393,ex393,567,393
394,ex394,568,394
395,ex395,569,395
396,ex396,570,396
397,ex397,571,397
398,ex398,572,398
399,ex399,573,399
400,ex400,574,400
401,ex401,575,401
402,ex402,576,402
403,ex403,577,403
404,ex404,578,404
405,ex405,579,405
406,ex406,580,406
407,ex407,581,407
408,ex408,582,408
409,ex409,583,409
410,ex410,584,410
411,ex411,585,411
412,ex412,586,412
413,ex413,587,413
414,ex414,588,414
415,ex415,589,415
416,ex416,590,416
417,ex417,591,417
418,ex418,592,418
419,ex419,593,419
420,ex420,594,420
421,ex421,595,421
422,ex422,596,422
423,ex423,597,423
424,ex424,598,424
425,ex425,599,425
426,ex426,600,426
427,ex427,601,427
428,ex428,602,428
429,ex429,603,429
430,ex430,604,430
431,ex431,605,431
432,ex432,606,432
433,ex433,607,433
434,ex434,608,434
435,ex435,609,435
436,ex436,610,436
437,ex437,611,437
438,ex438,612,438
439,ex439,613,439
440,ex440,614,440
441,ex441,616,441
442,ex442,617,442
443,ex443,618,443
444,ex444,619,444
445,ex445,620,445
446,ex446,621,446
447,ex447,622,447
448,ex448,623,448
449,ex449,624,449
450,ex450,625,450
451,ex451,626,451
452,ex452,627,452
453,ex453,628,453
454,ex454,629,454
455,ex455,630,455
456,ex456,631,456
457,ex457,632,457
458,ex458,633,458
459,ex459,634,459
460,ex460,635,460
461,ex461,636,461
462,ex462,637,462
463,ex463,638,463
464,ex464,639,464
465,ex465,640,465
466,ex466,641,466
467,ex467,642,467
468,ex468,643,468
469,ex469,644,469
470,ex470,645,470
471,ex471,646,471
472,ex472,647,472
473,ex473,648,473
474,ex474,649,474
475,ex475,650,475
476,ex476,651,476
477,ex477,652,477
478,ex478,653,478
479,ex479,654,479
480,ex480,655,480
481,ex481,656,481
482,ex482,657,482
483,ex483,658,483
484,ex484,660,484
485,ex485,661,485
486,ex486,662,486
487,ex487,666,487
488,ex488,670,488
489,ex489,671,489
490,ex490,673,490
491,ex491,677,491
492,ex492,678,492
493,ex493,679,493
494,ex494,680,494
495,ex495,681,495
496,ex496,682,496
497,ex497,683,497
498,ex498,684,498
499,ex499,685,499
500,ex500,686,500
501,ex501,687,501
502,ex502,688,502
503,ex503,689,503
504,ex504,690,504
505,ex505,691,505
506,ex506,692,506
507,ex507,693,507
508,ex508,694,508
509,ex509,695,509
510,ex510,697,510
511,ex511,699,511
512,ex512,700,512
513,ex513,701,513
514,ex514,702,514
515,ex515,704,515
516,ex516,705,516
517,ex517,712,517
518,ex518,713,518
519,ex519,714,519
520,ex520,715,520
521,ex521,716,521
522,ex522,717,522
523,ex523,718,523
524,ex524,719,524
525,ex525,720,525
526,ex526,732,526
527,ex527,733,527
528,ex528,734,528
529,ex529,735,529
530,ex530,736,530
531,ex531,737,531
532,ex532,738,532
533,ex533,739,533
534,ex534,740,534
535,ex535,741,535
536,ex536,742,536
537,ex537,743,537
538,ex538,751,538
539,ex539,752,539
540,ex540,753,540
541,ex541,754,541
542,ex542,755,542
543,ex543,756,543
544,ex544,757,544
545,ex545,758,545
546,ex546,759,546
547,ex547,760,547
548,ex548,761,548
549,ex549,762,549
550,ex550,763,550
551,ex551,764,551
552,ex552,765,552
553,ex553,767,553
554,ex554,768,554
555,ex555,769,555
556,ex556,770,556
557,ex557,771,557
558,ex558,772,558
559,ex559,773,559
560,ex560,774,560
561,ex561,775,561
562,ex562,779,562
563,ex563,780,563
564,ex564,781,564
565,ex565,782,565
566,ex566,783,566
567,ex567,784,567
568,ex568,785,568
569,ex569,788,569
570,ex570,790,570
571,ex571,791,571
572,ex572,792,572
573,ex573,794,573
574,ex574,795,574
575,ex575,796,575
576,ex576,797,576
577,ex577,798,577
578,ex578,809,578
579,ex579,811,579
580,ex580,812,580
581,ex581,819,581
582,ex582,826,582
583,ex583,828,583
584,ex584,830,584
585,ex585,836,585
586,ex586,841,586
587,ex587,842,587
588,ex588,847,588
589,ex589,853,589
590,ex590,854,590
591,ex591,855,591
592,ex592,858,592
593,ex593,859,593
594,ex594,861,594
595,ex595,862,595
596,ex596,863,596
597,ex597,864,597
598,ex598,865,598
599,ex599,866,599
600,ex600,867,600
601,ex601,868,601
602,ex602,870,602
603,ex603,873,603
604,ex604,874,604
605,ex605,875,605
606,ex606,876,606
607,ex607,877,607
608,ex608,878,608
609,ex609,880,609
610,ex610,883,610
611,ex611,902,611
612,ex612,903,612
613,ex613,914,613
614,ex614,917,614
615,ex615,918,615
616,ex616,921,616
617,ex617,927,617
618,ex618,928,618
619,ex619,942,619
620,ex620,943,620
621,ex621,948,621
622,ex622,954,622
623,ex623,963,623
624,ex624,964,624
625,ex625,968,625
626,ex626,971,626
627,ex627,977,627
628,ex628,980,628
629,ex629,981,629
630,ex630,982,630
631,ex631,983,631
632,ex632,987,632
633,ex633,988,633
634,ex634,989,634
635,ex635,997,635
636,ex636,998,636
637,ex637,999,637
638,ex638,1000,638
639,ex639,1001,639
640,ex640,1003,640
641,ex641,1005,641
642,ex642,1008,642
643,ex643,1009,643
644,ex644,1010,644
645,ex645,1011,645
646,ex646,1016,646
647,ex647,1017,647
648,ex648,1018,648
649,ex649,1019,649
650,ex650,1020,650
651,ex651,1021,651
652,ex652,1022,652
653,ex653,1023,653
654,ex654,1029,654
655,ex655,1030,655
656,ex656,1032,656
657,ex657,1033,657
658,ex658,1034,658
659,ex659,1035,659
660,ex660,1036,660
661,ex661,1037,661
662,ex662,1038,662
663,ex663,1039,663
664,ex664,1040,664
665,ex665,1041,665
666,ex666,1042,666
667,ex667,1043,667
668,ex668,1044,668
669,ex669,1045,669
670,ex670,1046,670
671,ex671,1047,671
672,ex672,1048,672
673,ex673,1049,673
674,ex674,1050,674
675,ex675,1051,675
676,ex676,1052,676
677,ex677,1053,677
678,ex678,1062,678
679,ex679,1063,679
680,ex680,1064,680
681,ex681,1065,681
682,ex682,1066,682
683,ex683,1070,683
684,ex684,1071,684
685,ex685,1072,685
686,ex686,1073,686
687,ex687,1074,687
688,ex688,1075,688
689,ex689,1076,689
690,ex690,1077,690
691,ex691,1078,691
692,ex692,1079,692
693,ex693,1083,693
694,ex694,1094,694
695,ex695,1095,695
696,ex696,1096,696
697,ex697,1099,697
698,ex698,1100,698
699,ex699,1101,699
700,ex700,1102,700
701,ex701,1104,701
702,ex702,1105,702
703,ex703,1106,703
704,ex704,1107,704
705,ex705,1108,705
706,ex706,1109,706
707,ex707,1110,707
708,ex708,1111,708
709,ex709,1112,709
710,ex710,1113,710
711,ex711,1114,711
712,ex712,1115,712
713,ex713,1116,713
714,ex714,1118,714
715,ex715,1120,715
716,ex716,1121,716
717,ex717,1122,717
718,ex718,1123,718
719,ex719,1124,719
720,ex720,1125,720
721,ex721,1129,721
722,ex722,1130,722
723,ex723,1131,723
724,ex724,1133,724
725,ex725,1134,725
726,ex726,1135,726
727,ex727,1136,727
728,ex728,1137,728
729,ex729,1138,729
730,ex730,1140,730
731,ex731,1141,731
732,ex732,1142,732
733,ex733,1143,733
734,ex734,1144,734
735,ex735,1145,735
736,ex736,1146,736
737,ex737,1147,737
738,ex738,1148,738
739,ex739,1149,739
740,ex740,1150,740
741,ex741,1151,741
742,ex742,1152,742
743,ex743,1153,743
744,ex744,1154,744
745,ex745,1155,745
746,ex746,1156,746
747,ex747,1157,747
748,ex748,1158,748
749,ex749,1159,749
750,ex750,1160,750
751,ex751,1161,751
752,ex752,1162,752
753,ex753,1163,753
754,ex754,1164,754
755,ex755,1165,755
756,ex756,1166,756
757,ex757,1167,757
758,ex758,1168,758
759,ex759,1169,759
760,ex760,1170,760
761,ex761,1171,761
762,ex762,1172,762
763,ex763,1173,763
764,ex764,1174,764
765,ex765,1176,765
766,ex766,1177,766
767,ex767,1178,767
768,ex768,1179,768
769,ex769,1181,769
770,ex770,1182,770
771,ex771,1183,771
772,ex772,1184,772
773,ex773,1187,773
774,ex774,1188,774
775,ex775,1189,775
776,ex776,1190,776
777,ex777,1192,777
778,ex778,1193,778
779,ex779,1194,779
780,ex780,1195,780
781,ex781,1196,781
782,ex782,1197,782
783,ex783,1198,783
784,ex784,1199,784
785,ex785,1200,785
786,ex786,1201,786
787,ex787,1202,787
788,ex788,1203,788
789,ex789,1204,789
790,ex790,1205,790
791,ex791,1206,791
792,ex792,1207,792
793,ex793,1208,793
794,ex794,1209,794
795,ex795,1210,795
796,ex796,1211,796
797,ex797,1212,797
798,ex798,1213,798
799,ex799,1214,799
800,ex800,1215,800
801,ex801,1216,801
802,ex802,1217,802
803,ex803,1218,803
804,ex804,1219,804
805,ex805,1220,805
806,ex806,1221,806
807,ex807,1222,807
808,ex808,1223,808
809,ex809,1224,809
810,ex810,1225,810
811,ex811,1226,811
812,ex812,1227,812
813,ex813,1228,813
814,ex814,1229,814
815,ex815,1230,815
816,ex816,1231,816
817,ex817,1232,817
818,ex818,1233,818
819,ex819,1234,819
820,ex820,1235,820
821,ex821,1236,821
822,ex822,1237,822
823,ex823,1238,823
824,ex824,1239,824
825,ex825,1240,825
826,ex826,1241,826
827,ex827,1242,827
828,ex828,1243,828
829,ex829,1244,829
830,ex830,1245,830
831,ex831,1246,831
832,ex832,1247,832
833,ex833,1248,833
834,ex834,1249,834
835,ex835,1250,835
836,ex836,1251,836
837,ex837,1252,837
838,ex838,1253,838
839,ex839,1254,839
840,ex840,1255,840
841,ex841,1256,841
842,ex842,1257,842
843,ex843,1258,843
844,ex844,1259,844
845,ex845,1260,845
846,ex846,1261,846
847,ex847,1263,847
848,ex848,1264,848
849,ex849,1265,849
850,ex850,1266,850
851,ex851,1267,851
852,ex852,1268,852
853,ex853,1269,853
854,ex854,1270,854
855,ex855,1271,855
856,ex856,1272,856
857,ex857,1273,857
858,ex858,1274,858
859,ex859,1275,859
860,ex860,1276,860
861,ex861,1277,861
862,ex862,1278,862
863,ex863,1279,863
864,ex864,1280,864
865,ex865,1281,865
866,ex866,1282,866
867,ex867,1283,867
868,ex868,1285,868
869,ex869,1286,869
870,ex870,1287,870
871,ex871,1288,871
872,ex872,1289,872
873,ex873,1290,873
874,ex874,1291,874
875,ex875,1292,875
876,ex876,1293,876
877,ex877,1294,877
878,ex878,1295,878
879,ex879,1296,879
880,ex880,1297,880
881,ex881,1298,881
882,ex882,1299,882
883,ex883,1300,883
884,ex884,1301,884
885,ex885,1302,885
886,ex886,1303,886
887,ex887,1304,887
888,ex888,1305,888
889,ex889,1306,889
890,ex890,1307,890
891,ex891,1308,891
892,ex892,1309,892
893,ex893,1310,893
894,ex894,1311,894
895,ex895,1312,895
896,ex896,1313,896
897,ex897,1314,897
898,ex898,1315,898
899,ex899,1316,899
900,ex900,1317,900
901,ex901,1318,901
902,ex902,1319,902
903,ex903,1320,903
904,ex904,1321,904
905,ex905,1322,905
906,ex906,1323,906
907,ex907,1324,907
908,ex908,1325,908
909,ex909,1326,909
910,ex910,1327,910
911,ex911,1329,911
912,ex912,1330,912
913,ex913,1331,913
914,ex914,1332,914
915,ex915,1333,915
916,ex916,1334,916
917,ex917,1335,917
918,ex918,1336,918
919,ex919,1337,919
920,ex920,1339,920
921,ex921,1340,921
922,ex922,1341,922
923,ex923,1343,923
924,ex924,1344,924
925,ex925,1345,925
926,ex926,1346,926
927,ex927,1347,927
928,ex928,1348,928
929,ex929,1349,929
930,ex930,1350,930
931,ex931,1351,931
932,ex932,1352,932
933,ex933,1353,933
934,ex934,1354,934
935,ex935,1355,935
936,ex936,1356,936
937,ex937,1358,937
938,ex938,1359,938
939,ex939,1360,939
940,ex940,1361,940
941,ex941,1365,941
942,ex942,1366,942
943,ex943,1387,943
944,ex944,1420,944
945,ex945,1436,945
946,ex946,1440,946
947,ex947,1441,947
948,ex948,1444,948
949,ex949,1447,949
950,ex950,1453,950
951,ex951,1456,951
952,ex952,1457,952
953,ex953,1458,953
954,ex954,1459,954
955,ex955,1461,955
956,ex956,1462,956
957,ex957,1464,957
958,ex958,1465,958
959,ex959,1466,959
960,ex960,1473,960
961,ex961,1474,961
962,ex962,1475,962
963,ex963,1477,963
964,ex964,1480,964
965,ex965,1481,965
966,ex966,1485,966
967,ex967,1486,967
968,ex968,1487,968
969,ex969,1488,969
970,ex970,1489,970
971,ex971,1502,971
972,ex972,1504,972
973,ex973,1505,973
974,ex974,1506,974
975,ex975,1517,975
976,ex976,1520,976
977,ex977,1521,977
978,ex978,1522,978
979,ex979,1524,979
980,ex980,1525,980
981,ex981,1533,981
982,ex982,1579,982
983,ex983,1588,983
984,ex984,1604,984
985,ex985,1605,985
986,ex986,1609,986
987,ex987,1711,987
988,ex988,1727,988
989,ex989,1761,989
990,ex990,1851,990
991,ex991,1852,991
992,ex992,1874,992
993,ex993,1875,993
994,ex994,1882,994
995,ex995,1883,995
996,ex996,1884,996
997,ex997,1885,997
998,ex998,1886,998
999,ex999,1887,999
1000,ex1000,1888,1000
1001,ex1001,1889,1001
1002,ex1002,1890,1002
1003,ex1003,1891,1003
1004,ex1004,1892,1004
1005,ex1005,1893,1005
1006,ex1006,1894,1006
1007,ex1007,1895,1007
1008,ex1008,1896,1008
1009,ex1009,1897,1009
1010,ex1010,1898,1010
1011,ex1011,1909,1011
1012,ex1012,1910,1012
1013,ex1013,1914,1013
1014,ex1014,1915,1014
1015,ex1015,1916,1015
1016,ex1016,1919,1016
1017,ex1017,1920,1017
1018,ex1018,1924,1018
1019,ex1019,1927,1019
1020,ex1020,1928,1020
1021,ex1021,1929,1021
1022,ex1022,1932,1022
1023,ex1023,1933,1023
1024,ex1024,1934,1024
1025,ex1025,1935,1025
1026,ex1026,1936,1026
1027,ex1027,1937,1027
1028,ex1028,1941,1028
1029,ex1029,1942,1029
1030,ex1030,1943,1030
1031,ex1031,1944,1031
1032,ex1032,1945,1032
1033,ex1033,1946,1033
1034,ex1034,1947,1034
1035,ex1035,1948,1035
1036,ex1036,1949,1036
1037,ex1037,1950,1037
1038,ex1038,1951,1038
1039,ex1039,1952,1039
1040,ex1040,1953,1040
1041,ex1041,1954,1041
1042,ex1042,1955,1042
1043,ex1043,1956,1043
1044,ex1044,1957,1044
1045,ex1045,1958,1045
1046,ex1046,1959,1046
1047,ex1047,1960,1047
1048,ex1048,1961,1048
1049,ex1049,1962,1049
1050,ex1050,1963,1050
1051,ex1051,1964,1051
1052,ex1052,1965,1052
1053,ex1053,1966,1053
1054,ex1054,1967,1054
1055,ex1055,1968,1055
1056,ex1056,1969,1056
1057,ex1057,1970,1057
1058,ex1058,1971,1058
1059,ex1059,1972,1059
1060,ex1060,1973,1060
1061,ex1061,1974,1061
1062,ex1062,1975,1062
1063,ex1063,1976,1063
1064,ex1064,1978,1064
1065,ex1065,1979,1065
1066,ex1066,1981,1066
1067,ex1067,1983,1067
1068,ex1068,1985,1068
1069,ex1069,1986,1069
1070,ex1070,1987,1070
1071,ex1071,1988,1071
1072,ex1072,1989,1072
1073,ex1073,1990,1073
1074,ex1074,1991,1074
1075,ex1075,1992,1075
1076,ex1076,1993,1076
1077,ex1077,1994,1077
1078,ex1078,1995,1078
1079,ex1079,1996,1079
1080,ex1080,1997,1080
1081,ex1081,1998,1081
1082,ex1082,1999,1082
1083,ex1083,2000,1083
1084,ex1084,2001,1084
1085,ex1085,2002,1085
1086,ex1086,2003,1086
1087,ex1087,2004,1087
1088,ex1088,2005,1088
1089,ex1089,2006,1089
1090,ex1090,2007,1090
1091,ex1091,2008,1091
1092,ex1092,2009,1092
1093,ex1093,2010,1093
1094,ex1094,2011,1094
1095,ex1095,2012,1095
1096,ex1096,2013,1096
1097,ex1097,2014,1097
1098,ex1098,2015,1098
1099,ex1099,2016,1099
1100,ex1100,2017,1100
1101,ex1101,2018,1101
1102,ex1102,2019,1102
1103,ex1103,2020,1103
1104,ex1104,2021,1104
1105,ex1105,2022,1105
1106,ex1106,2023,1106
1107,ex1107,2024,1107
1108,ex1108,2025,1108
1109,ex1109,2026,1109
1110,ex1110,2027,1110
1111,ex1111,2028,1111
1112,ex1112,2029,1112
1113,ex1113,2030,1113
1114,ex1114,2031,1114
1115,ex1115,2032,1115
1116,ex1116,2033,1116
1117,ex1117,2034,1117
1118,ex1118,2035,1118
1119,ex1119,2036,1119
1120,ex1120,2037,1120
1121,ex1121,2038,1121
1122,ex1122,2039,1122
1123,ex1123,2040,1123
1124,ex1124,2041,1124
1125,ex1125,2042,1125
1126,ex1126,2043,1126
1127,ex1127,2044,1127
1128,ex1128,2045,1128
1129,ex1129,2046,1129
1130,ex1130,2047,1130
1131,ex1131,2048,1131
1132,ex1132,2049,1132
1133,ex1133,2050,1133
1134,ex1134,2051,1134
1135,ex1135,2052,1135
1136,ex1136,2053,1136
1137,ex1137,2054,1137
1138,ex1138,2055,1138
1139,ex1139,2056,1139
1140,ex1140,2057,1140
1141,ex1141,2058,1141
1142,ex1142,2059,1142
1143,ex1143,2060,1143
1144,ex1144,2061,1144
1145,ex1145,2062,1145
1146,ex1146,2063,1146
1147,ex1147,2064,1147
1148,ex1148,2065,1148
1149,ex1149,2066,1149
1150,ex1150,2067,1150
1151,ex1151,2068,1151
1152,ex1152,2069,1152
1153,ex1153,2070,1153
1154,ex1154,2071,1154
1155,ex1155,2072,1155
1156,ex1156,2073,1156
1157,ex1157,2074,1157
1158,ex1158,2075,1158
1159,ex1159,2076,1159
1160,ex1160,2077,1160
1161,ex1161,2078,1161
1162,ex1162,2079,1162
1163,ex1163,2080,1163
1164,ex1164,2081,1164
1165,ex1165,2082,1165
1166,ex1166,2083,1166
1167,ex1167,2084,1167
1168,ex1168,2085,1168
1169,ex1169,2086,1169
1170,ex1170,2087,1170
1171,ex1171,2088,1171
1172,ex1172,2089,1172
1173,ex1173,2090,1173
1174,ex1174,2091,1174
1175,ex1175,2092,1175
1176,ex1176,2093,1176
1177,ex1177,2094,1177
1178,ex1178,2095,1178
1179,ex1179,2096,1179
1180,ex1180,2097,1180
1181,ex1181,2098,1181
1182,ex1182,2099,1182
1183,ex1183,2100,1183
1184,ex1184,2101,1184
1185,ex1185,2102,1185
1186,ex1186,2103,1186
1187,ex1187,2104,1187
1188,ex1188,2105,1188
1189,ex1189,2106,1189
1190,ex1190,2107,1190
1191,ex1191,2108,1191
1192,ex1192,2109,1192
1193,ex1193,2110,1193
1194,ex1194,2111,1194
1195,ex1195,2112,1195
1196,ex1196,2113,1196
1197,ex1197,2114,1197
1198,ex1198,2115,1198
1199,ex1199,2116,1199
1200,ex1200,2117,1200
1201,ex1201,2118,1201
1202,ex1202,2119,1202
1203,ex1203,2120,1203
1204,ex1204,2121,1204
1205,ex1205,2122,1205
1206,ex1206,2123,1206
1207,ex1207,2125,1207
1208,ex1208,2126,1208
1209,ex1209,2127,1209
1210,ex1210,2128,1210
1211,ex1211,2129,1211
1212,ex1212,2130,1212
1213,ex1213,2131,1213
1214,ex1214,2132,1214
1215,ex1215,2133,1215
1216,ex1216,2134,1216
1217,ex1217,2135,1217
1218,ex1218,2136,1218
1219,ex1219,2137,1219
1220,ex1220,2138,1220
1221,ex1221,2139,1221
1222,ex1222,2140,1222
1223,ex1223,2141,1223
1224,ex1224,2142,1224
1225,ex1225,2143,1225
1226,ex1226,2144,1226
1227,ex1227,2145,1227
1228,ex1228,2146,1228
1229,ex1229,2147,1229
1230,ex1230,2148,1230
1231,ex1231,2149,1231
1232,ex1232,2150,1232
1233,ex1233,2151,1233
1234,ex1234,2152,1234
1235,ex1235,2153,1235
1236,ex1236,2154,1236
1237,ex1237,2155,1237
1238,ex1238,2156,1238
1239,ex1239,2157,1239
1240,ex1240,2158,1240
1241,ex1241,2159,1241
1242,ex1242,2160,1242
1243,ex1243,2161,1243
1244,ex1244,2162,1244
1245,ex1245,2163,1245
1246,ex1246,2164,1246
1247,ex1247,2165,1247
1248,ex1248,2166,1248
1249,ex1249,2167,1249
1250,ex1250,2168,1250
1251,ex1251,2169,1251
1252,ex1252,2170,1252
1253,ex1253,2171,1253
1254,ex1254,2172,1254
1255,ex1255,2173,1255
