uid,entity_id,original_uid,question,entity_exercise_id,original_question,concepts,response,timestamp,sequence_order,split,previous_uid,previous_exercise_index
2,uid2,70679,743,ex743,85715,27,1,33865674,20,train,3,1050
2,uid2,70679,636,ex636,84911,26,1,33865786,21,train,3,942
2,uid2,70679,550,ex550,84721,26,1,33865832,22,train,3,856
2,uid2,70679,566,ex566,84741,26,1,33865847,23,train,3,872
2,uid2,70679,770,ex770,85804,26,1,33865874,24,train,3,1077
2,uid2,70679,872,ex872,85953,26,1,33865975,25,train,3,1179
2,uid2,70679,473,ex473,61113,26,1,33866015,26,train,3,700
2,uid2,70679,1158,ex1158,87033,34,0,35033902,27,train,3,1476
2,uid2,70679,1177,ex1177,87119,34,1,35033916,28,train,3,1495
2,uid2,70679,1149,ex1149,87024,34,1,35033929,29,train,3,1467
2,uid2,70679,1155,ex1155,87030,34,1,35033965,30,train,3,1473
2,uid2,70679,56,ex56,108966,42,1,35034412,31,train,3,63
2,uid2,70679,63,ex63,108987,42,1,35034438,32,train,3,70
2,uid2,70679,40,ex40,108918,42,1,35034451,33,train,3,47
2,uid2,70679,1189,ex1189,87471,46,1,35034463,34,train,3,1507
2,uid2,70679,1186,ex1186,87438,46,1,35034495,35,train,3,1504
2,uid2,70679,1424,ex1424,90701,49,0,35034561,36,train,3,1779
2,uid2,70679,1383,ex1383,89957,11,1,35034711,37,train,3,1735
2,uid2,70679,948,ex948,86226,36,1,35034767,38,train,3,1256
2,uid2,70679,946,ex946,86221,36,1,35034783,39,train,3,1254
2,uid2,70679,928,ex928,86152,36,0,35034802,40,train,3,1236
2,uid2,70679,929,ex929,86157,36,0,35034836,41,train,3,1237
2,uid2,70679,927,ex927,86143,36,1,35034854,42,train,3,1235
2,uid2,70679,1573,ex1573,97928,29,1,35035021,43,train,3,1985
2,uid2,70679,1551,ex1551,97840,29,1,35035037,44,train,3,1963
2,uid2,70679,1560,ex1560,97876,29,1,35035044,45,train,3,1972
2,uid2,70679,1561,ex1561,97880,29,1,35035059,46,train,3,1973
2,uid2,70679,1567,ex1567,97904,29,1,35035070,47,train,3,1979
3,uid3,70682,115,ex115,49275,32,0,24559749,0,train,4,246
3,uid3,70682,125,ex125,49285,32,1,24560423,1,train,4,256
3,uid3,70682,106,ex106,49266,32,1,24561479,2,train,4,237
3,uid3,70682,103,ex103,49263,32,1,24561605,3,train,4,234
3,uid3,70682,1400,ex1400,90326,13,1,24562257,4,train,4,1755
3,uid3,70682,707,ex707,85335,47,1,28514722,5,train,4,1014
3,uid3,70682,209,ex209,53613,33,1,28514799,6,train,4,369
3,uid3,70682,307,ex307,54063,12,0,28514894,7,train,4,467
3,uid3,70682,313,ex313,54087,12,0,28515229,8,train,4,473
3,uid3,70682,287,ex287,53983,12,0,28515365,9,train,4,447
3,uid3,70682,314,ex314,54091,12,1,28515618,10,train,4,474
3,uid3,70682,302,ex302,54043,12,1,28515663,11,train,4,462
3,uid3,70682,984,ex984,86352,14,1,28515726,12,train,4,1294
3,uid3,70682,130,ex130,49290,32,1,28515765,13,train,4,261
3,uid3,70682,118,ex118,49278,32,1,28515793,14,train,4,249
3,uid3,70682,105,ex105,49265,32,1,28515819,15,train,4,236
3,uid3,70682,126,ex126,49286,32,1,28515837,16,train,4,257
3,uid3,70682,110,ex110,49270,32,1,28515875,17,train,4,241
3,uid3,70682,271,ex271,53796,14,1,28515920,18,train,4,431
3,uid3,70682,635,ex635,84910,26,1,28516053,19,train,4,941
3,uid3,70682,684,ex684,84959,26,1,28516064,20,train,4,990
3,uid3,70682,643,ex643,84918,26,1,28516084,21,train,4,949
3,uid3,70682,766,ex766,85799,26,1,28516115,22,train,4,1073
3,uid3,70682,475,ex475,61115,26,0,28516187,23,train,4,702
3,uid3,70682,460,ex460,61100,26,1,28516220,24,train,4,687
3,uid3,70682,473,ex473,61113,26,0,28516247,25,train,4,700
3,uid3,70682,478,ex478,61118,26,0,28516291,26,train,4,705
3,uid3,70682,469,ex469,61109,26,1,28516330,27,train,4,696
3,uid3,70682,1474,ex1474,97531,22,0,29782163,28,train,4,1886
3,uid3,70682,152,ex152,51003,21,1,29782522,29,train,4,289
3,uid3,70682,718,ex718,85458,39,1,32275601,30,train,4,1025
3,uid3,70682,712,ex712,85343,47,1,32275758,31,train,4,1019
3,uid3,70682,573,ex573,84770,39,1,32275788,32,train,4,879
3,uid3,70682,585,ex585,84793,33,1,32275841,33,train,4,891
3,uid3,70682,247,ex247,53769,39,1,32275932,34,train,4,407
3,uid3,70682,1224,ex1224,89707,11,1,32275988,35,train,4,1572
3,uid3,70682,292,ex292,54003,12,1,32276052,36,train,4,452
3,uid3,70682,959,ex959,86317,14,1,32276138,37,train,4,1269
3,uid3,70682,269,ex269,53794,14,0,32276240,38,train,4,429
3,uid3,70682,255,ex255,53780,14,1,32276429,39,train,4,415
3,uid3,70682,249,ex249,53774,14,1,32276563,40,train,4,409
3,uid3,70682,419,ex419,58806,14,1,32276654,41,train,4,610
3,uid3,70682,428,ex428,58815,14,1,32276727,42,train,4,619
3,uid3,70682,101,ex101,49261,32,1,32276842,43,train,4,232
3,uid3,70682,102,ex102,49262,32,1,32276893,44,train,4,233
3,uid3,70682,109,ex109,49269,32,1,32276973,45,train,4,240
3,uid3,70682,115,ex115,49275,32,1,32277040,46,train,4,246
3,uid3,70682,105,ex105,49265,32,1,32277081,47,train,4,236
3,uid3,70682,729,ex729,85693,27,0,32277307,48,train,4,1036
3,uid3,70682,748,ex748,85728,27,1,32277375,49,train,4,1055
3,uid3,70682,750,ex750,85731,27,1,32277483,50,train,4,1057
3,uid3,70682,685,ex685,84960,26,1,32277539,51,train,4,991
3,uid3,70682,661,ex661,84936,26,1,32277567,52,train,4,967
3,uid3,70682,598,ex598,84833,26,1,32277604,53,train,4,904
3,uid3,70682,826,ex826,85893,26,0,32277707,54,train,4,1133
3,uid3,70682,851,ex851,85931,26,1,32277784,55,train,4,1158
3,uid3,70682,841,ex841,85908,26,1,32277809,56,train,4,1148
3,uid3,70682,836,ex836,85903,26,1,32277815,57,train,4,1143
3,uid3,70682,473,ex473,61113,26,1,32277875,58,train,4,700
3,uid3,70682,326,ex326,54466,13,1,33280754,59,train,4,486
3,uid3,70682,51,ex51,108951,42,1,33281677,60,train,4,58
3,uid3,70682,41,ex41,108921,42,1,33281730,61,train,4,48
3,uid3,70682,57,ex57,108969,42,1,33281762,62,train,4,64
3,uid3,70682,1183,ex1183,87425,46,0,33281996,63,train,4,1501
3,uid3,70682,1362,ex1362,89936,11,1,33282750,64,train,4,1714
3,uid3,70682,937,ex937,86203,36,1,33282929,65,train,4,1245
3,uid3,70682,930,ex930,86160,36,1,33283019,66,train,4,1238
3,uid3,70682,1534,ex1534,97772,29,1,33283783,67,train,4,1946
3,uid3,70682,1564,ex1564,97892,29,1,33283885,68,train,4,1976
3,uid3,70682,1545,ex1545,97816,29,1,33283899,69,train,4,1957
3,uid3,70682,1566,ex1566,97900,29,1,33283946,70,train,4,1978
3,uid3,70682,1544,ex1544,97812,29,1,33283973,71,train,4,1956
3,uid3,70682,175,ex175,51162,20,1,33756294,72,train,4,312
3,uid3,70682,134,ex134,50985,21,1,33756462,73,train,4,271
3,uid3,70682,170,ex170,51108,21,0,33756512,74,train,4,307
3,uid3,70682,165,ex165,51048,21,1,33756609,75,train,4,302
3,uid3,70682,540,ex540,80806,40,1,33976509,76,train,4,845
3,uid3,70682,542,ex542,80838,40,1,33976764,77,train,4,847
3,uid3,70682,500,ex500,71363,38,0,33976848,78,train,4,729
3,uid3,70682,489,ex489,71344,38,1,33976949,79,train,4,718
3,uid3,70682,498,ex498,71360,38,1,33976969,80,train,4,727
3,uid3,70682,403,ex403,58718,43,1,34992669,81,train,4,594
3,uid3,70682,407,ex407,58722,43,0,34992691,82,train,4,598
3,uid3,70682,360,ex360,58672,43,1,34992723,83,train,4,551
3,uid3,70682,372,ex372,58686,43,1,34992733,84,train,4,563
3,uid3,70682,374,ex374,58688,43,1,34992748,85,train,4,565
4,uid4,70684,288,ex288,53987,12,1,21427751,0,test,5,448
4,uid4,70684,276,ex276,53801,14,1,21428425,1,test,5,436
4,uid4,70684,259,ex259,53784,14,1,21428958,2,test,5,419
4,uid4,70684,315,ex315,54095,12,1,21430309,3,test,5,475
4,uid4,70684,101,ex101,49261,32,1,21430685,4,test,5,232
4,uid4,70684,325,ex325,54463,13,1,21432423,5,test,5,485
4,uid4,70684,1331,ex1331,89905,11,1,21432779,6,test,5,1683
4,uid4,70684,627,ex627,84902,11,1,21432988,7,test,5,933
4,uid4,70684,712,ex712,85343,47,0,28963670,8,test,5,1019
4,uid4,70684,586,ex586,84797,33,0,28963822,9,test,5,892
4,uid4,70684,713,ex713,85407,33,1,28964106,10,test,5,1020
4,uid4,70684,703,ex703,85273,47,1,28964125,11,test,5,1010
4,uid4,70684,593,ex593,84825,33,1,28964166,12,test,5,899
4,uid4,70684,309,ex309,54071,12,1,28964236,13,test,5,469
4,uid4,70684,210,ex210,53617,33,1,29215310,14,test,5,370
4,uid4,70684,1039,ex1039,86554,14,0,29215404,15,test,5,1352
4,uid4,70684,953,ex953,86311,14,1,29216096,16,test,5,1263
4,uid4,70684,994,ex994,86442,14,0,29216206,17,test,5,1305
4,uid4,70684,971,ex971,86330,14,1,29216768,18,test,5,1281
4,uid4,70684,1028,ex1028,86543,14,1,29216861,19,test,5,1341
4,uid4,70684,1029,ex1029,86544,14,1,29216989,20,test,5,1342
4,uid4,70684,434,ex434,58821,14,1,29217449,21,test,5,625
4,uid4,70684,113,ex113,49273,32,1,29217499,22,test,5,244
4,uid4,70684,108,ex108,49268,32,1,29217539,23,test,5,239
4,uid4,70684,126,ex126,49286,32,1,29217594,24,test,5,257
4,uid4,70684,114,ex114,49274,32,1,29217620,25,test,5,245
4,uid4,70684,118,ex118,49278,32,1,29217650,26,test,5,249
4,uid4,70684,749,ex749,85729,27,0,29217731,27,test,5,1056
4,uid4,70684,732,ex732,85700,27,0,29217775,28,test,5,1039
4,uid4,70684,748,ex748,85728,27,1,29217796,29,test,5,1055
4,uid4,70684,754,ex754,85739,27,1,29217829,30,test,5,1061
4,uid4,70684,753,ex753,85735,27,1,29218064,31,test,5,1060
4,uid4,70684,564,ex564,84739,26,1,29218111,32,test,5,870
4,uid4,70684,552,ex552,84723,26,1,29218134,33,test,5,858
4,uid4,70684,666,ex666,84941,26,1,29218245,34,test,5,972
4,uid4,70684,810,ex810,85865,26,1,29218430,35,test,5,1117
4,uid4,70684,898,ex898,86048,26,0,29218534,36,test,5,1206
4,uid4,70684,884,ex884,85965,26,1,29218660,37,test,5,1191
4,uid4,70684,865,ex865,85946,26,1,29218677,38,test,5,1172
4,uid4,70684,857,ex857,85938,26,1,29218691,39,test,5,1164
4,uid4,70684,452,ex452,61092,26,0,29218818,40,test,5,679
4,uid4,70684,463,ex463,61103,26,1,29219068,41,test,5,690
4,uid4,70684,468,ex468,61108,26,1,29241411,42,test,5,695
4,uid4,70684,476,ex476,61116,26,0,29241470,43,test,5,703
4,uid4,70684,466,ex466,61106,26,1,29241636,44,test,5,693
4,uid4,70684,469,ex469,61109,26,1,29241669,45,test,5,696
4,uid4,70684,461,ex461,61101,26,1,29241682,46,test,5,688
4,uid4,70684,40,ex40,108918,42,1,29246144,47,test,5,47
4,uid4,70684,38,ex38,108912,42,1,29429838,48,test,5,45
4,uid4,70684,58,ex58,108972,42,1,29429852,49,test,5,65
4,uid4,70684,1188,ex1188,87443,46,1,29429884,50,test,5,1506
4,uid4,70684,1200,ex1200,87570,46,0,29430142,51,test,5,1518
4,uid4,70684,1194,ex1194,87536,46,1,29430221,52,test,5,1512
4,uid4,70684,620,ex620,84895,11,1,29430248,53,test,5,926
4,uid4,70684,1281,ex1281,89825,11,1,29430298,54,test,5,1632
4,uid4,70684,947,ex947,86224,36,1,29451848,55,test,5,1255
4,uid4,70684,940,ex940,86207,36,1,29451864,56,test,5,1248
4,uid4,70684,927,ex927,86143,36,1,29451899,57,test,5,1235
4,uid4,70684,1141,ex1141,86888,37,0,29451989,58,test,5,1459
4,uid4,70684,1127,ex1127,86851,37,0,29452022,59,test,5,1445
4,uid4,70684,1104,ex1104,86776,37,1,29452094,60,test,5,1422
4,uid4,70684,1111,ex1111,86785,37,1,29452120,61,test,5,1429
4,uid4,70684,708,ex708,85339,47,1,33977522,62,test,5,1015
4,uid4,70684,218,ex218,53653,39,1,33977550,63,test,5,378
4,uid4,70684,1217,ex1217,89670,11,1,33977576,64,test,5,1565
4,uid4,70684,292,ex292,54003,12,1,33977631,65,test,5,452
4,uid4,70684,980,ex980,86347,14,1,33977814,66,test,5,1290
5,uid5,70687,303,ex303,54047,12,1,21427502,0,train,6,463
5,uid5,70687,277,ex277,53802,14,1,21427797,1,train,6,437
5,uid5,70687,412,ex412,58799,14,1,21428067,2,train,6,603
5,uid5,70687,300,ex300,54035,12,1,21428262,3,train,6,460
5,uid5,70687,130,ex130,49290,32,1,21428818,4,train,6,261
5,uid5,70687,1352,ex1352,89926,11,1,21429600,5,train,6,1704
5,uid5,70687,1272,ex1272,89756,11,1,21429752,6,train,6,1620
5,uid5,70687,713,ex713,85407,33,1,28964044,7,train,6,1020
5,uid5,70687,195,ex195,53557,33,1,28964149,8,train,6,355
5,uid5,70687,294,ex294,54011,12,1,28964217,9,train,6,454
5,uid5,70687,707,ex707,85335,47,0,32276290,10,train,6,1014
5,uid5,70687,708,ex708,85339,47,1,32276496,11,train,6,1015
5,uid5,70687,219,ex219,53657,39,0,32276620,12,train,6,379
5,uid5,70687,217,ex217,53649,33,0,32276774,13,train,6,377
5,uid5,70687,241,ex241,53745,39,1,32277251,14,train,6,401
5,uid5,70687,215,ex215,53641,33,1,32277283,15,train,6,375
5,uid5,70687,240,ex240,53741,39,1,32277295,16,train,6,400
5,uid5,70687,1232,ex1232,89715,11,0,32277412,17,train,6,1580
5,uid5,70687,629,ex629,84904,11,0,32277773,18,train,6,935
5,uid5,70687,1233,ex1233,89716,11,1,32277808,19,train,6,1581
5,uid5,70687,1234,ex1234,89717,11,1,32277830,20,train,6,1582
5,uid5,70687,1227,ex1227,89710,11,0,32277901,21,train,6,1575
5,uid5,70687,615,ex615,84890,11,1,32278019,22,train,6,921
5,uid5,70687,1257,ex1257,89740,11,1,32278051,23,train,6,1605
5,uid5,70687,290,ex290,53995,12,1,32278150,24,train,6,450
5,uid5,70687,108,ex108,49268,32,1,32278343,25,train,6,239
5,uid5,70687,123,ex123,49283,32,1,32278411,26,train,6,254
5,uid5,70687,113,ex113,49273,32,1,32278551,27,train,6,244
5,uid5,70687,101,ex101,49261,32,1,32278610,28,train,6,232
5,uid5,70687,122,ex122,49282,32,1,32278688,29,train,6,253
5,uid5,70687,671,ex671,84946,26,1,32278885,30,train,6,977
5,uid5,70687,701,ex701,84976,26,1,32278907,31,train,6,1007
5,uid5,70687,655,ex655,84930,26,1,32278913,32,train,6,961
5,uid5,70687,802,ex802,85856,26,1,32278938,33,train,6,1109
5,uid5,70687,916,ex916,86072,26,1,32278996,34,train,6,1224
5,uid5,70687,460,ex460,61100,26,1,32279126,35,train,6,687
5,uid5,70687,1241,ex1241,89724,11,0,32809971,36,train,6,1589
5,uid5,70687,1246,ex1246,89729,11,1,32810002,37,train,6,1594
5,uid5,70687,1294,ex1294,89858,11,1,32810157,38,train,6,1646
5,uid5,70687,1189,ex1189,87471,46,0,34992656,39,train,6,1507
5,uid5,70687,50,ex50,108948,42,1,34993126,40,train,6,57
5,uid5,70687,52,ex52,108954,42,1,34993139,41,train,6,59
5,uid5,70687,51,ex51,108951,42,1,34993152,42,train,6,58
5,uid5,70687,1131,ex1131,86876,37,1,34993180,43,train,6,1449
5,uid5,70687,932,ex932,86165,36,1,35899312,44,train,6,1240
5,uid5,70687,930,ex930,86160,36,1,35899670,45,train,6,1238
5,uid5,70687,928,ex928,86152,36,1,35899724,46,train,6,1236
5,uid5,70687,1535,ex1535,97776,29,1,35900315,47,train,6,1947
5,uid5,70687,1546,ex1546,97820,29,1,35900364,48,train,6,1958
5,uid5,70687,1558,ex1558,97868,29,1,35900405,49,train,6,1970
5,uid5,70687,1571,ex1571,97920,29,1,35900431,50,train,6,1983
5,uid5,70687,1569,ex1569,97912,29,1,35900468,51,train,6,1981
5,uid5,70687,188,ex188,53319,30,1,35900721,52,train,6,348
5,uid5,70687,543,ex543,80858,40,0,35901938,53,train,6,848
5,uid5,70687,535,ex535,80738,40,1,35902186,54,train,6,840
5,uid5,70687,536,ex536,80742,40,1,35902288,55,train,6,841
5,uid5,70687,504,ex504,71368,38,0,35902541,56,train,6,733
5,uid5,70687,501,ex501,71364,38,1,35902955,57,train,6,730
5,uid5,70687,1203,ex1203,88484,31,0,35903870,58,train,6,1531
6,uid6,70688,309,ex309,54071,12,1,21428651,0,train,7,469
6,uid6,70688,437,ex437,58824,14,1,21428993,1,train,7,628
6,uid6,70688,440,ex440,58827,14,1,21429455,2,train,7,631
6,uid6,70688,293,ex293,54007,12,1,21430933,3,train,7,453
6,uid6,70688,103,ex103,49263,32,1,21431185,4,train,7,234
6,uid6,70688,1269,ex1269,89753,11,1,23705618,5,train,7,1617
6,uid6,70688,1353,ex1353,89927,11,1,23705674,6,train,7,1705
6,uid6,70688,558,ex558,84729,47,1,28489519,7,train,7,864
6,uid6,70688,242,ex242,53749,39,1,28489580,8,train,7,402
6,uid6,70688,314,ex314,54091,12,0,28489666,9,train,7,474
6,uid6,70688,309,ex309,54071,12,1,28489798,10,train,7,469
6,uid6,70688,306,ex306,54059,12,1,28490456,11,train,7,466
6,uid6,70688,289,ex289,53991,12,1,28490480,12,train,7,449
6,uid6,70688,999,ex999,86452,14,1,28490739,13,train,7,1310
6,uid6,70688,268,ex268,53793,14,1,28491284,14,train,7,428
6,uid6,70688,118,ex118,49278,32,1,28491484,15,train,7,249
6,uid6,70688,113,ex113,49273,32,0,28491523,16,train,7,244
6,uid6,70688,117,ex117,49277,32,1,28491594,17,train,7,248
6,uid6,70688,127,ex127,49287,32,1,28491646,18,train,7,258
6,uid6,70688,103,ex103,49263,32,1,28491682,19,train,7,234
6,uid6,70688,105,ex105,49265,32,1,28491730,20,train,7,236
6,uid6,70688,129,ex129,49289,32,1,28491774,21,train,7,260
6,uid6,70688,745,ex745,85720,27,1,28491817,22,train,7,1052
6,uid6,70688,556,ex556,84727,26,1,28491844,23,train,7,862
6,uid6,70688,670,ex670,84945,26,1,28491858,24,train,7,976
6,uid6,70688,598,ex598,84833,26,1,28491867,25,train,7,904
6,uid6,70688,798,ex798,85850,26,1,28491915,26,train,7,1105
6,uid6,70688,890,ex890,85971,26,0,28491953,27,train,7,1197
6,uid6,70688,471,ex471,61111,26,1,28492232,28,train,7,698
6,uid6,70688,1166,ex1166,87078,34,1,28493278,29,train,7,1484
6,uid6,70688,1187,ex1187,87439,46,0,28494116,30,train,7,1505
6,uid6,70688,1198,ex1198,87557,46,1,28494477,31,train,7,1516
6,uid6,70688,1237,ex1237,89720,11,1,28494584,32,train,7,1585
6,uid6,70688,1387,ex1387,89961,11,1,28494641,33,train,7,1739
6,uid6,70688,952,ex952,86235,36,1,28494668,34,train,7,1260
6,uid6,70688,943,ex943,86213,36,1,28494675,35,train,7,1251
6,uid6,70688,936,ex936,86196,36,1,28494686,36,train,7,1244
6,uid6,70688,932,ex932,86165,36,0,28494711,37,train,7,1240
6,uid6,70688,929,ex929,86157,36,1,28494726,38,train,7,1237
6,uid6,70688,930,ex930,86160,36,1,28494732,39,train,7,1238
6,uid6,70688,1545,ex1545,97816,29,1,28496479,40,train,7,1957
6,uid6,70688,1548,ex1548,97828,29,1,28496502,41,train,7,1960
6,uid6,70688,1560,ex1560,97876,29,1,28496532,42,train,7,1972
6,uid6,70688,1537,ex1537,97784,29,1,28496572,43,train,7,1949
6,uid6,70688,1573,ex1573,97928,29,1,28496598,44,train,7,1985
6,uid6,70688,443,ex443,59794,24,0,29478066,45,train,7,663
6,uid6,70688,573,ex573,84770,39,1,32421844,46,train,7,879
6,uid6,70688,229,ex229,53697,33,1,32506497,47,train,7,389
6,uid6,70688,1273,ex1273,89757,11,0,32506726,48,train,7,1621
6,uid6,70688,1224,ex1224,89707,11,1,32506857,49,train,7,1572
6,uid6,70688,1208,ex1208,89661,11,1,32506882,50,train,7,1556
6,uid6,70688,1218,ex1218,89701,11,1,32506898,51,train,7,1566
6,uid6,70688,300,ex300,54035,12,1,32506953,52,train,7,460
6,uid6,70688,986,ex986,86354,14,1,32507083,53,train,7,1296
6,uid6,70688,985,ex985,86353,14,1,32509179,54,train,7,1295
6,uid6,70688,1018,ex1018,86533,14,1,32509297,55,train,7,1331
6,uid6,70688,1037,ex1037,86552,14,1,32509345,56,train,7,1350
6,uid6,70688,428,ex428,58815,14,1,32509470,57,train,7,619
6,uid6,70688,108,ex108,49268,32,0,32509488,58,train,7,239
6,uid6,70688,126,ex126,49286,32,1,32509536,59,train,7,257
6,uid6,70688,102,ex102,49262,32,1,32509548,60,train,7,233
6,uid6,70688,103,ex103,49263,32,1,32509565,61,train,7,234
