uid,entity_id,original_uid,previous_uid,split
201,uid201,291,291,test
202,uid202,292,292,train
203,uid203,293,293,train
204,uid204,294,294,train
205,uid205,295,295,train
206,uid206,296,296,train
207,uid207,297,297,train
208,uid208,298,298,train
209,uid209,299,299,test
210,uid210,300,300,train
211,uid211,301,301,train
212,uid212,302,302,train
213,uid213,303,303,train
214,uid214,304,304,test
215,uid215,305,305,train
216,uid216,306,306,test
217,uid217,308,308,train
218,uid218,309,309,train
219,uid219,310,310,train
220,uid220,311,311,train
221,uid221,313,313,train
222,uid222,314,314,train
223,uid223,315,315,test
224,uid224,316,316,test
225,uid225,317,317,train
226,uid226,318,318,train
227,uid227,319,319,train
228,uid228,320,320,train
229,uid229,321,321,test
230,uid230,322,322,train
231,uid231,323,323,train
232,uid232,324,324,train
233,uid233,325,325,train
234,uid234,326,326,train
235,uid235,327,327,test
236,uid236,328,328,test
237,uid237,329,329,train
238,uid238,331,331,train
239,uid239,332,332,test
240,uid240,333,333,train
241,uid241,334,334,train
242,uid242,335,335,train
243,uid243,336,336,train
244,uid244,337,337,train
245,uid245,338,338,train
246,uid246,340,340,train
247,uid247,341,341,train
248,uid248,342,342,train
249,uid249,343,343,train
250,uid250,347,347,train
251,uid251,348,348,train
252,uid252,351,351,train
253,uid253,352,352,train
254,uid254,353,353,train
255,uid255,354,354,train
256,uid256,355,355,test
257,uid257,356,356,train
258,uid258,357,357,test
259,uid259,358,358,train
260,uid260,359,359,train
261,uid261,360,360,train
262,uid262,361,361,train
263,uid263,362,362,test
264,uid264,363,363,train
265,uid265,367,367,train
266,uid266,368,368,train
267,uid267,369,369,train
268,uid268,370,370,train
269,uid269,371,371,train
270,uid270,372,372,train
271,uid271,373,373,test
272,uid272,374,374,test
273,uid273,375,375,train
274,uid274,376,376,train
275,uid275,377,377,train
276,uid276,378,378,train
277,uid277,379,379,test
278,uid278,380,380,test
279,uid279,381,381,train
280,uid280,389,389,train
281,uid281,392,392,train
282,uid282,393,393,train
283,uid283,394,394,train
284,uid284,395,395,train
285,uid285,396,396,train
286,uid286,397,397,train
287,uid287,400,400,test
288,uid288,401,401,train
289,uid289,402,402,test
290,uid290,403,403,train
291,uid291,404,404,test
292,uid292,405,405,train
293,uid293,406,406,train
294,uid294,407,407,test
295,uid295,408,408,train
296,uid296,409,409,test
297,uid297,412,412,train
298,uid298,413,413,train
299,uid299,414,414,test
300,uid300,415,415,train
301,uid301,416,416,train
302,uid302,417,417,train
303,uid303,419,419,train
304,uid304,421,421,train
305,uid305,423,423,test
306,uid306,424,424,train
307,uid307,425,425,train
308,uid308,426,426,train
309,uid309,428,428,train
310,uid310,429,429,train
311,uid311,430,430,test
312,uid312,431,431,train
313,uid313,433,433,train
314,uid314,434,434,train
315,uid315,435,435,train
316,uid316,436,436,train
317,uid317,437,437,train
318,uid318,439,439,test
319,uid319,441,441,test
320,uid320,442,442,train
321,uid321,443,443,test
322,uid322,444,444,train
323,uid323,446,446,train
324,uid324,447,447,test
325,uid325,448,448,train
326,uid326,450,450,train
327,uid327,451,451,train
328,uid328,453,453,train
329,uid329,454,454,train
330,uid330,456,456,test
331,uid331,457,457,test
332,uid332,458,458,train
333,uid333,459,459,test
334,uid334,460,460,train
335,uid335,461,461,train
336,uid336,462,462,train
337,uid337,463,463,train
338,uid338,464,464,train
339,uid339,465,465,train
340,uid340,467,467,train
341,uid341,468,468,test
342,uid342,469,469,train
343,uid343,470,470,train
344,uid344,471,471,train
345,uid345,473,473,test
346,uid346,474,474,train
347,uid347,475,475,train
348,uid348,476,476,train
349,uid349,478,478,train
350,uid350,479,479,train
351,uid351,480,480,train
352,uid352,481,481,test
353,uid353,482,482,train
354,uid354,483,483,train
355,uid355,484,484,train
356,uid356,485,485,train
357,uid357,486,486,train
358,uid358,487,487,train
359,uid359,488,488,train
360,uid360,490,490,train
361,uid361,491,491,test
362,uid362,492,492,train
363,uid363,493,493,train
364,uid364,494,494,train
365,uid365,495,495,train
366,uid366,496,496,train
367,uid367,497,497,train
368,uid368,498,498,train
369,uid369,499,499,train
370,uid370,501,501,train
371,uid371,511,511,train
372,uid372,516,516,train
373,uid373,517,517,train
374,uid374,518,518,train
375,uid375,520,520,train
376,uid376,521,521,train
377,uid377,524,524,test
378,uid378,525,525,train
379,uid379,527,527,train
380,uid380,532,532,test
381,uid381,534,534,test
382,uid382,536,536,train
383,uid383,537,537,train
384,uid384,538,538,train
385,uid385,539,539,test
386,uid386,540,540,test
387,uid387,542,542,train
388,uid388,543,543,train
389,uid389,544,544,train
390,uid390,545,545,test
391,uid391,546,546,train
392,uid392,547,547,train
393,uid393,548,548,train
394,uid394,549,549,test
395,uid395,550,550,test
396,uid396,551,551,train
397,uid397,552,552,train
398,uid398,553,553,train
399,uid399,554,554,train
400,uid400,555,555,train
401,uid401,556,556,train
402,uid402,557,557,train
403,uid403,558,558,test
404,uid404,559,559,train
405,uid405,560,560,test
406,uid406,579,579,train
407,uid407,580,580,train
408,uid408,581,581,train
409,uid409,582,582,train
410,uid410,583,583,train
411,uid411,584,584,train
412,uid412,585,585,train
413,uid413,586,586,train
414,uid414,587,587,train
415,uid415,588,588,test
416,uid416,589,589,test
417,uid417,590,590,train
418,uid418,591,591,train
419,uid419,594,594,test
420,uid420,596,596,test
421,uid421,597,597,test
422,uid422,598,598,test
423,uid423,603,603,test
424,uid424,605,605,train
425,uid425,606,606,train
426,uid426,607,607,train
427,uid427,610,610,train
428,uid428,611,611,train
429,uid429,614,614,train
430,uid430,617,617,train
431,uid431,618,618,test
432,uid432,619,619,train
433,uid433,620,620,train
434,uid434,621,621,test
435,uid435,623,623,train
436,uid436,624,624,test
437,uid437,626,626,test
438,uid438,627,627,train
439,uid439,628,628,train
440,uid440,629,629,train
441,uid441,631,631,train
442,uid442,632,632,test
443,uid443,635,635,train
444,uid444,637,637,train
445,uid445,643,643,test
446,uid446,645,645,test
447,uid447,648,648,test
448,uid448,650,650,train
449,uid449,653,653,test
450,uid450,654,654,test
451,uid451,655,655,train
452,uid452,656,656,train
453,uid453,658,658,train
454,uid454,659,659,train
455,uid455,660,660,train
456,uid456,661,661,train
457,uid457,663,663,train
458,uid458,665,665,train
459,uid459,667,667,test
460,uid460,669,669,train
461,uid461,671,671,test
462,uid462,674,674,train
463,uid463,675,675,train
464,uid464,677,677,train
465,uid465,678,678,train
466,uid466,680,680,train
467,uid467,681,681,train
468,uid468,682,682,train
469,uid469,683,683,train
470,uid470,684,684,train
471,uid471,685,685,train
472,uid472,686,686,train
473,uid473,687,687,train
474,uid474,688,688,test
475,uid475,689,689,train
476,uid476,690,690,train
477,uid477,691,691,train
478,uid478,693,693,train
479,uid479,694,694,train
480,uid480,696,696,train
481,uid481,697,697,test
482,uid482,701,701,test
483,uid483,702,702,train
484,uid484,703,703,train
485,uid485,705,705,train
486,uid486,707,707,train
487,uid487,709,709,train
488,uid488,711,711,train
489,uid489,712,712,test
490,uid490,715,715,train
491,uid491,716,716,train
492,uid492,718,718,train
493,uid493,722,722,train
494,uid494,726,726,train
495,uid495,727,727,train
496,uid496,728,728,train
497,uid497,729,729,test
498,uid498,730,730,test
499,uid499,731,731,test
500,uid500,732,732,train
501,uid501,733,733,train
502,uid502,734,734,train
503,uid503,735,735,train
504,uid504,736,736,train
505,uid505,737,737,test
506,uid506,738,738,train
507,uid507,739,739,train
508,uid508,740,740,train
509,uid509,741,741,train
510,uid510,742,742,train
511,uid511,743,743,train
512,uid512,744,744,test
513,uid513,745,745,train
514,uid514,746,746,train
515,uid515,748,748,train
516,uid516,751,751,train
517,uid517,752,752,train
518,uid518,753,753,train
519,uid519,754,754,train
520,uid520,755,755,test
521,uid521,756,756,train
522,uid522,757,757,train
523,uid523,759,759,train
524,uid524,760,760,train
525,uid525,761,761,train
526,uid526,762,762,train
527,uid527,763,763,train
528,uid528,764,764,train
529,uid529,765,765,train
530,uid530,767,767,train
531,uid531,768,768,train
532,uid532,770,770,test
533,uid533,771,771,train
534,uid534,772,772,train
535,uid535,774,774,train
536,uid536,777,777,train
537,uid537,779,779,train
538,uid538,780,780,train
539,uid539,781,781,train
540,uid540,783,783,train
541,uid541,784,784,test
542,uid542,785,785,train
543,uid543,786,786,train
544,uid544,787,787,train
545,uid545,788,788,train
546,uid546,789,789,train
547,uid547,790,790,train
548,uid548,791,791,train
549,uid549,792,792,train
550,uid550,793,793,train
551,uid551,794,794,train
552,uid552,795,795,train
553,uid553,796,796,test
554,uid554,797,797,test
555,uid555,798,798,test
556,uid556,799,799,test
557,uid557,800,800,train
558,uid558,801,801,train
559,uid559,802,802,train
560,uid560,803,803,train
561,uid561,804,804,train
562,uid562,805,805,train
563,uid563,806,806,train
564,uid564,807,807,train
565,uid565,808,808,train
566,uid566,809,809,train
567,uid567,810,810,train
568,uid568,811,811,train
569,uid569,812,812,train
570,uid570,813,813,test
571,uid571,814,814,train
572,uid572,815,815,test
573,uid573,816,816,test
574,uid574,818,818,train
575,uid575,819,819,train
576,uid576,821,821,train
577,uid577,822,822,train
578,uid578,824,824,train
579,uid579,829,829,train
580,uid580,831,831,train
581,uid581,832,832,train
582,uid582,833,833,train
583,uid583,834,834,train
584,uid584,835,835,test
585,uid585,838,838,train
586,uid586,839,839,train
587,uid587,841,841,train
588,uid588,842,842,test
589,uid589,844,844,train
590,uid590,846,846,train
591,uid591,849,849,train
592,uid592,852,852,train
593,uid593,853,853,test
594,uid594,854,854,train
595,uid595,860,860,test
596,uid596,862,862,train
597,uid597,863,863,train
598,uid598,864,864,test
599,uid599,865,865,train
600,uid600,873,873,train
601,uid601,874,874,train
602,uid602,875,875,train
603,uid603,876,876,train
604,uid604,877,877,train
605,uid605,879,879,test
606,uid606,881,881,train
607,uid607,882,882,train
608,uid608,888,888,test
609,uid609,889,889,test
610,uid610,895,895,train
611,uid611,900,900,train
612,uid612,908,908,train
613,uid613,911,911,train
614,uid614,913,913,train
615,uid615,914,914,train
616,uid616,916,916,train
617,uid617,918,918,train
618,uid618,919,919,train
619,uid619,920,920,test
620,uid620,921,921,test
621,uid621,922,922,train
622,uid622,923,923,train
623,uid623,924,924,test
624,uid624,925,925,test
625,uid625,926,926,train
626,uid626,927,927,test
627,uid627,928,928,train
628,uid628,929,929,train
629,uid629,930,930,test
630,uid630,931,931,train
631,uid631,932,932,train
632,uid632,933,933,test
633,uid633,934,934,train
634,uid634,935,935,test
635,uid635,936,936,test
636,uid636,945,945,train
637,uid637,946,946,train
638,uid638,951,951,train
639,uid639,952,952,train
640,uid640,953,953,train
641,uid641,954,954,train
642,uid642,955,955,test
643,uid643,956,956,train
644,uid644,957,957,test
645,uid645,959,959,train
646,uid646,960,960,train
647,uid647,964,964,train
648,uid648,965,965,train
649,uid649,966,966,train
650,uid650,967,967,train
651,uid651,969,969,train
652,uid652,970,970,train
653,uid653,971,971,train
654,uid654,972,972,train
655,uid655,974,974,test
656,uid656,975,975,train
657,uid657,977,977,train
658,uid658,978,978,train
659,uid659,982,982,train
660,uid660,985,985,train
661,uid661,987,987,test
662,uid662,988,988,train
663,uid663,990,990,test
664,uid664,991,991,train
665,uid665,1000,1000,train
666,uid666,1001,1001,train
667,uid667,1004,1004,test
668,uid668,1010,1010,train
669,uid669,1014,1014,train
670,uid670,1016,1016,train
671,uid671,1017,1017,train
672,uid672,1018,1018,test
673,uid673,1022,1022,train
674,uid674,1035,1035,train
675,uid675,1039,1039,test
676,uid676,1044,1044,train
677,uid677,1045,1045,test
678,uid678,1046,1046,train
679,uid679,1047,1047,test
680,uid680,1048,1048,test
681,uid681,1049,1049,train
682,uid682,1050,1050,test
683,uid683,1051,1051,test
684,uid684,1052,1052,train
685,uid685,1053,1053,train
686,uid686,1054,1054,train
687,uid687,1055,1055,test
688,uid688,1056,1056,train
689,uid689,1059,1059,train
690,uid690,1060,1060,test
691,uid691,1073,1073,train
692,uid692,1094,1094,train
693,uid693,1097,1097,train
694,uid694,1098,1098,train
695,uid695,1099,1099,train
696,uid696,1100,1100,train
697,uid697,1101,1101,test
698,uid698,1102,1102,test
699,uid699,1103,1103,train
700,uid700,1105,1105,train
701,uid701,1106,1106,train
702,uid702,1126,1126,train
703,uid703,1127,1127,train
704,uid704,1130,1130,train
705,uid705,1134,1134,train
706,uid706,1142,1142,test
707,uid707,1143,1143,train
708,uid708,1147,1147,train
709,uid709,1160,1160,train
710,uid710,1177,1177,train
711,uid711,1178,1178,test
712,uid712,1180,1180,test
713,uid713,1193,1193,train
714,uid714,1195,1195,train
715,uid715,1197,1197,train
716,uid716,1203,1203,train
717,uid717,1209,1209,train
718,uid718,1212,1212,train
719,uid719,1214,1214,train
720,uid720,1218,1218,train
721,uid721,1224,1224,test
722,uid722,1225,1225,test
723,uid723,1230,1230,test
724,uid724,1232,1232,train
725,uid725,1233,1233,train
726,uid726,1234,1234,train
727,uid727,1235,1235,train
728,uid728,1236,1236,train
729,uid729,1237,1237,train
730,uid730,1238,1238,train
731,uid731,1239,1239,train
732,uid732,1240,1240,train
733,uid733,1241,1241,train
734,uid734,1242,1242,train
735,uid735,1243,1243,test
736,uid736,1244,1244,test
737,uid737,1249,1249,test
738,uid738,1250,1250,train
739,uid739,1252,1252,train
740,uid740,1254,1254,train
741,uid741,1255,1255,train
742,uid742,1256,1256,train
743,uid743,1257,1257,test
744,uid744,1258,1258,train
745,uid745,1259,1259,test
746,uid746,1260,1260,train
747,uid747,1262,1262,train
748,uid748,1263,1263,train
749,uid749,1264,1264,train
750,uid750,1265,1265,train
751,uid751,1266,1266,test
752,uid752,1267,1267,test
753,uid753,1268,1268,train
754,uid754,1269,1269,train
755,uid755,1271,1271,test
756,uid756,1272,1272,test
757,uid757,1273,1273,train
758,uid758,1274,1274,test
759,uid759,1275,1275,train
760,uid760,1277,1277,train
761,uid761,1284,1284,train
762,uid762,1285,1285,train
763,uid763,1287,1287,train
764,uid764,1289,1289,train
765,uid765,1290,1290,test
766,uid766,1291,1291,train
767,uid767,1293,1293,train
768,uid768,1294,1294,train
769,uid769,1295,1295,train
770,uid770,1296,1296,train
771,uid771,1298,1298,train
772,uid772,1299,1299,train
773,uid773,1300,1300,train
774,uid774,1301,1301,test
775,uid775,1302,1302,train
776,uid776,1303,1303,train
777,uid777,1304,1304,train
778,uid778,1305,1305,train
779,uid779,1306,1306,test
780,uid780,1308,1308,train
781,uid781,1310,1310,train
782,uid782,1311,1311,train
783,uid783,1312,1312,test
784,uid784,1313,1313,train
785,uid785,1314,1314,train
786,uid786,1316,1316,train
787,uid787,1317,1317,train
788,uid788,1318,1318,train
789,uid789,1319,1319,train
790,uid790,1320,1320,test
791,uid791,1321,1321,train
792,uid792,1322,1322,test
793,uid793,1323,1323,test
794,uid794,1324,1324,test
795,uid795,1325,1325,test
796,uid796,1326,1326,train
797,uid797,1327,1327,test
798,uid798,1328,1328,test
799,uid799,1329,1329,train
800,uid800,1330,1330,train
801,uid801,1331,1331,train
802,uid802,1332,1332,train
803,uid803,1333,1333,train
804,uid804,1334,1334,train
805,uid805,1335,1335,train
806,uid806,1336,1336,train
807,uid807,1337,1337,train
808,uid808,1338,1338,train
809,uid809,1339,1339,test
810,uid810,1341,1341,train
811,uid811,1342,1342,test
812,uid812,1344,1344,train
813,uid813,1346,1346,train
814,uid814,1349,1349,train
815,uid815,1353,1353,train
816,uid816,1354,1354,test
817,uid817,1355,1355,train
818,uid818,1360,1360,train
819,uid819,1364,1364,train
820,uid820,1367,1367,test
821,uid821,1373,1373,test
822,uid822,1374,1374,train
823,uid823,1375,1375,train
824,uid824,1379,1379,train
825,uid825,1382,1382,test
826,uid826,1385,1385,train
827,uid827,1389,1389,test
828,uid828,1394,1394,train
829,uid829,1397,1397,train
830,uid830,1399,1399,test
831,uid831,1401,1401,train
832,uid832,1405,1405,train
833,uid833,1406,1406,train
834,uid834,1410,1410,train
835,uid835,1418,1418,test
836,uid836,1421,1421,train
837,uid837,1425,1425,train
838,uid838,1429,1429,train
839,uid839,1434,1434,train
840,uid840,1435,1435,test
841,uid841,1436,1436,train
842,uid842,1437,1437,train
843,uid843,1438,1438,train
844,uid844,1439,1439,test
845,uid845,1440,1440,train
846,uid846,1441,1441,test
847,uid847,1442,1442,train
848,uid848,1443,1443,test
849,uid849,1444,1444,train
850,uid850,1445,1445,train
851,uid851,1454,1454,train
852,uid852,1455,1455,test
853,uid853,1456,1456,train
854,uid854,1460,1460,train
855,uid855,1461,1461,train
856,uid856,1463,1463,test
857,uid857,1466,1466,train
858,uid858,1468,1468,train
859,uid859,1469,1469,test
860,uid860,1470,1470,train
861,uid861,1472,1472,train
862,uid862,1473,1473,train
863,uid863,1474,1474,test
864,uid864,1475,1475,test
865,uid865,1478,1478,train
866,uid866,1479,1479,test
867,uid867,1480,1480,test
868,uid868,1483,1483,train
869,uid869,1485,1485,train
870,uid870,1486,1486,train
871,uid871,1488,1488,train
872,uid872,1490,1490,test
873,uid873,1491,1491,test
874,uid874,1492,1492,test
875,uid875,1498,1498,test
876,uid876,1499,1499,train
877,uid877,1505,1505,train
878,uid878,1508,1508,train
879,uid879,1509,1509,train
880,uid880,1510,1510,train
881,uid881,1511,1511,train
882,uid882,1512,1512,test
883,uid883,1513,1513,train
884,uid884,1514,1514,train
885,uid885,1519,1519,train
886,uid886,1535,1535,train
887,uid887,1542,1542,train
888,uid888,1544,1544,train
889,uid889,1549,1549,test
890,uid890,1550,1550,train
891,uid891,1559,1559,train
892,uid892,1560,1560,train
893,uid893,1566,1566,train
894,uid894,1580,1580,train
895,uid895,1587,1587,train
896,uid896,1591,1591,train
897,uid897,1595,1595,train
898,uid898,1601,1601,train
899,uid899,1627,1627,train
900,uid900,1628,1628,train
901,uid901,1629,1629,train
902,uid902,1630,1630,train
903,uid903,1631,1631,train
904,uid904,1632,1632,test
905,uid905,1633,1633,train
906,uid906,1634,1634,train
907,uid907,1635,1635,train
908,uid908,1638,1638,train
909,uid909,1639,1639,train
910,uid910,1648,1648,test
911,uid911,1649,1649,train
912,uid912,1652,1652,train
913,uid913,1654,1654,train
914,uid914,1655,1655,train
915,uid915,1658,1658,test
916,uid916,1661,1661,train
917,uid917,1662,1662,test
918,uid918,1663,1663,train
919,uid919,1667,1667,train
920,uid920,1673,1673,test
921,uid921,1674,1674,train
922,uid922,1676,1676,train
923,uid923,1677,1677,test
924,uid924,1683,1683,train
925,uid925,1684,1684,train
926,uid926,1687,1687,train
927,uid927,1688,1688,train
928,uid928,1690,1690,train
929,uid929,1692,1692,train
930,uid930,1693,1693,train
931,uid931,1695,1695,train
932,uid932,1704,1704,test
933,uid933,1705,1705,train
934,uid934,1707,1707,train
935,uid935,1708,1708,train
936,uid936,1714,1714,train
937,uid937,1716,1716,train
